Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
29/10/2025,23:00:00,60.18,60.21,60.18,60.21,16,15,4,11
29/10/2025,23:01:00,60.22,60.22,60.22,60.22,1,1,0,1
29/10/2025,23:03:00,60.22,60.22,60.2,60.2,43,29,35,8
29/10/2025,23:04:00,60.2,60.2,60.2,60.2,6,5,1,5
29/10/2025,23:06:00,60.2,60.2,60.18,60.2,27,16,18,9
29/10/2025,23:07:00,60.18,60.18,60.18,60.18,5,5,5,0
29/10/2025,23:08:00,60.19,60.19,60.19,60.19,4,4,2,0
29/10/2025,23:09:00,60.18,60.18,60.13,60.14,97,71,77,20
29/10/2025,23:10:00,60.14,60.17,60.13,60.17,47,40,4,43
29/10/2025,23:11:00,60.17,60.17,60.14,60.15,10,10,10,0
29/10/2025,23:12:00,60.16,60.16,60.14,60.16,14,13,8,6
29/10/2025,23:13:00,60.16,60.16,60.14,60.14,9,7,9,0
29/10/2025,23:14:00,60.14,60.14,60.14,60.14,8,6,6,2
29/10/2025,23:15:00,60.14,60.15,60.13,60.15,15,14,9,6
29/10/2025,23:16:00,60.14,60.16,60.13,60.15,46,40,28,18
29/10/2025,23:17:00,60.17,60.18,60.15,60.16,19,13,11,8
29/10/2025,23:18:00,60.17,60.18,60.17,60.18,13,12,8,5
29/10/2025,23:19:00,60.18,60.18,60.18,60.18,19,12,15,4
29/10/2025,23:20:00,60.19,60.2,60.19,60.19,39,30,1,37
29/10/2025,23:22:00,60.19,60.19,60.18,60.18,11,7,10,1
29/10/2025,23:23:00,60.18,60.19,60.18,60.19,10,8,7,3
29/10/2025,23:24:00,60.18,60.18,60.18,60.18,3,3,3,0
29/10/2025,23:25:00,60.17,60.19,60.17,60.18,9,9,5,4
29/10/2025,23:26:00,60.19,60.2,60.19,60.2,15,10,0,15
29/10/2025,23:27:00,60.2,60.2,60.18,60.18,13,10,5,8
29/10/2025,23:28:00,60.17,60.17,60.17,60.17,6,6,6,0
29/10/2025,23:29:00,60.17,60.17,60.17,60.17,2,2,0,2
29/10/2025,23:30:00,60.17,60.18,60.17,60.18,7,7,4,3
29/10/2025,23:31:00,60.18,60.18,60.17,60.18,6,6,3,3
29/10/2025,23:32:00,60.18,60.18,60.17,60.17,2,2,1,1
29/10/2025,23:33:00,60.16,60.17,60.16,60.17,9,8,7,2
29/10/2025,23:34:00,60.17,60.17,60.17,60.17,1,1,0,1
29/10/2025,23:35:00,60.17,60.17,60.15,60.15,15,14,13,2
29/10/2025,23:36:00,60.15,60.15,60.15,60.15,3,3,0,3
29/10/2025,23:37:00,60.14,60.15,60.14,60.15,10,9,9,1
29/10/2025,23:38:00,60.15,60.16,60.15,60.16,2,2,1,1
29/10/2025,23:39:00,60.15,60.15,60.13,60.14,8,8,8,0
